"avrid","avpathid","avobsdate","avobstime","avobserverid","avtype","avtriggertyp","avtrigger","avrelativesize","avdestructivesize","avinterface","sz_vert","sz_horiz","sz_avgslope","sz_elev_m","sz_aspect","term_elev_m","av_vert_m","crown_width_m","ch_max_cm","ch_min_cm","ch_diff_cm","term_longpath","term_shortPath","term_detail","term_moist","deb_rail","deb_rail_w","deb_rail_d","deb_hwy","deb_hwy_w","deb_hwy_d","avcomment","edcr_user","edcr_time","edcr_ip","eded_user","eded_time","eded_ip"
"259","SHED07E","2017-02-06","10:15:00","clark_01","SS","5","NU","R3","D3","U","T","C","40","1882","N","1294","588","70","90","90","90","TR","-","U","D","1","30.0","1.5","0","0.0","0.0","Terminated in runout below Shed 7.  Climbing ladder damaged by debris on east end of shed. ","Ted","2017-02-27 14:18:50","139.51.15.22","Ted","2020-06-29 10:14:50","64.91.61.64"
"260","PATH1163","2017-02-09","08:30:00","stein_01","SS","5","N","R3","D3","I","M","L","40","2028","SE","1236","792","45","120","90","105","BR","-","U","D","1","100.0","1.5","1","20.0","0.1","Natural SS avalanche in Path 1163 triggered naturally at approximately 0830.  Release occurred after significant warming to near freezing at all elevations.  Only .002"" of liquid received immediately prior to release. Debris 5-6' deep and 400' wide. Numerous trees destroyed and some of slide fence ripped out and carried over Bear Creek to the Highway.","Ted","2017-02-27 15:25:55","139.51.15.20","Ted","2020-06-29 13:13:18","64.91.61.64"
"261","INFINITY","2017-02-17","13:26:00","stein_01","L","5","N","U","D2","U","U","U","0","0",,"1353","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 15:32:05","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"262","JAKES","2017-01-18","12:35:00","stein_01","L","5","N","R3","D2","G","T","C","40","1588","N","1265","323","0","0","0","0","U","BP","U","W","1","10.0","0.8","0","0.0","0.0","Wet, loose avalanche.  Covered Main 1- Inside line.","Ted","2017-02-27 15:45:37","139.51.15.19","Ted","2020-06-29 10:28:52","64.91.61.64"
"263","NOSHED","2017-02-07","12:30:00","stein_01","SS","1","AX","R4","D2","G","T","C","38","1353","N","1235","118","30","90","60","75","U","BP","3F","D","1","30.0","1.0","1","10.0","0.2","Triggered with Daisy Bell. Avalanche terminated on the uphill right-of-way of US Highway 2.  Crossed both Railway mains putting 1 to 2 meters of debris on rail grade.","Ted","2017-02-27 15:54:02","139.51.15.22","Ted","2020-06-29 09:58:06","64.91.61.64"
"264","LARRY","2017-02-09","12:40:00","stein_01","U","5","N","U","D2","U","U","U","0","0","N","1235","0","0","0","0","0","BR","-","U","M","0","0.0","0.0","0","0.0","0.0","Terminated at Canyon floor elevation- short of Highway.","Ted","2017-02-27 17:28:21","139.51.15.20","Ted","2020-06-29 10:05:28","64.91.61.64"
"265","SHED10","2017-02-09","12:30:00","stein_01","L","5","N","U","D2","U","U","U","0","0",,"1353","0","0","0","0","0","TK","-","U","M","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 17:31:30","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"266","CURLY","2017-02-09","12:40:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1412","0","0","0","0","0","TK","-","U","M","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 17:34:26","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"267","JAKES","2017-02-09","10:30:00","stein_01","L","5","N","U","D1.5","U","U","U","0","0",,"1265","0","0","0","0","0","U","BP","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 17:42:19","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"268","INFINITY","2017-02-09","10:30:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1353","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely triggered by warm air temperatures and high elevation rain","Ted","2017-02-27 17:52:33","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"269","SHED10","2017-02-09","10:30:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1412","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely triggered by warm air temperatures and high elevation rain.","Ted","2017-02-27 17:57:54","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"270","PATH1163","2017-02-16","08:12:00","stein_01","L","5","N","U","D2","U","U","U","0","0",,"1353","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely triggered by warm weather and high elevation rain.","Ted","2017-02-27 18:31:36","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"271","INFINITY","2017-02-16","08:17:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1353","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely triggered by warm air temperatures and high elevation rain.","Ted","2017-02-27 18:37:10","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"272","SHED10","2017-02-10","10:00:00","stein_01","SS","5","N","R4","D2","U","T","C","0","1950",,"1370","580","80","60","30","45","TK","-","U","M","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 18:41:50","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"273","PATH1163","2017-02-11","14:30:00","stein_01","L","5","N","R2","D2","U","U","R","40","1647",,"1412","235","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 18:46:47","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"274","PATH1163","2017-02-12","13:30:00","stein_01","L","5","N","R2","D2","U","B","L","0","1530",,"1353","177","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 18:51:47","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"275","PATH1163","2017-03-10","08:30:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0",,"1800","0","0","0","0","0","MR","-","U","U","0","0.0","0.0","0","0.0","0.0","Low visibility. Could not see crown. Ran 2/3rds path.","Adam","2017-03-10 16:49:33","139.51.15.22","Adam","2017-03-10 17:01:45","139.51.15.22"
"276","SHED10","2017-03-10","14:00:00","clark_01","SS","5","NU","R1","D2","U","T","L","0","2040",,"1430","610","40","40","10","25","MR","-","U","U","0","0.0","0.0","0","0.0","0.0","This avalanche was in the feeder path, looker's left.","Adam","2017-03-10 16:57:21","139.51.15.22","Adam","2017-03-10 17:00:42","139.51.15.22"
"277","INFINITY","2017-03-10","11:00:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0",,"1400","0","0","0","0","0","BR","-","U","U","0","0.0","0.0","0","0.0","0.0","Poor visibility, could not see crown. Debris terminated above the rail grade.","Adam","2017-03-10 17:00:22","139.51.15.22",NULL,"2020-05-26 18:36:57","184.166.43.50"
"278","SHED07E","2017-12-20","15:30:00","clark_01","SS","5","N","R2","D2","U","T","L","0","1878",,"0","0","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-12-27 15:54:48","139.51.15.22","Ted","2017-12-27 15:58:42","139.51.15.22"
"279","SHED08","2017-12-20","15:30:00","clark_01","SS","5","N","R2","D2","U","M","R","0","1878",,"0","1878","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-12-27 15:57:49","139.51.15.22","Ted","2017-12-28 15:58:24","139.51.15.19"
"286","SHED10","2017-12-20","15:30:00","clark_01","SS","5","N","R2","D2","I","T","C","0","0",,"0","0","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Started and terminated in upper 1/3 of Path.","Ted","2017-12-27 16:19:55","139.51.15.22","Ted","2017-12-27 16:36:40","139.51.15.19"
"287","MSHLDS","2017-12-20","15:00:00","clark_01","SS","5","N","R3","D3","I","M","C","0","0",,"0","0","0","0","0","0","U","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-12-27 16:28:45","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"285","AP1163H","2017-12-20","10:00:00","clark_01","SS","5","N","R2","D2","U","M","R","0","1818",,"1424","394","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,NULL,"2017-12-27 16:13:56","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"284","INFINITY","2017-12-20","15:30:00","clark_01","SS","5","N","R2","D2","I","T","C","0","1860",,"1400","460","30","60","30","45","TR","-","1F","D","0","0.0","0.0","0","0.0","0.0",,NULL,"2017-12-27 16:06:56","139.51.15.22","Ted","2017-12-27 16:35:38","139.51.15.19"
"293","CB1164","2017-12-29","08:30:00","stein_01","SS","5","N","R3","D1.5","I","T","C","0","1306",,"1244","62","40","30","30","30","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","Avalanche debris reported on the rail grade at approximately 0030 on 12/29/2017. 40' wide and 6' deep.","Ted","2017-12-29 13:52:23","139.51.15.22","ed","2019-01-02 00:00:00","server"
"289","CB1159","2017-02-05","15:00:00","stein_01","SS","5","N","U","D1.5","I","U","U","0","0",,"1372","0","0","0","0","0","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","Time of avalanche is estimated","Ted","2017-12-28 12:59:06","139.51.15.19","Ted","2017-12-28 13:02:46","139.51.15.19"
"290","CB1164","2017-02-05","15:00:00","stein_01","SS","5","N","U","U","U","U","U","0","0",,"1250","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Avalanche time is estimated","Ted","2017-12-28 13:07:21","139.51.15.19","Ted","2017-12-28 13:21:04","139.51.15.19"
"291","AP1183","2017-02-07","03:30:00","stein_01","SS","5","N","R3","D3","O","T","C","39","1697","N","1030","667","364","120","300","210","BR","-","-","D","1","120.0","2.0","1","30.0","0.1","1183 avalanche ran at approximately 2230 on 2/6/2017.  Avalanche destroyed powerline infrastructure and terminated on US Highway 2.  Six to Seven feet (6'-7') of debris was deposited on both mains of the BNSF Railway.","Ted","2017-12-28 13:19:38","139.51.15.19","Ted","2020-06-29 10:33:44","64.91.61.64"
"292","UMBRELLA","2017-02-06","03:30:00","stein_01","SS","5","N","R4","D1.5","I","U","U","0","0","S","1353","0","0","30","100","65","U","BP","U","U","1","40.0","2.0","0","0.0","0.0","This avalanche released in steep rock band that wraps around the terrain above what is known as the Umbrella Fence. Debris covered both mains up to 8' deep. Avalanche time is estimated.
","Ted","2017-12-28 13:20:36","139.51.15.19","Ted","2020-06-29 13:31:05","64.91.61.64"
"294","CB1164","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1250","0","0","0","0","0","U","BP","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris fully across main 1 and partially across main 2.","Ted","2017-12-29 13:56:55","139.51.15.20","Ted","2020-06-29 10:19:56","64.91.61.64"
"295","JAKES","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1265","0","0","0","0","0","U","BP","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris across both mains.","Ted","2017-12-29 13:59:12","139.51.15.20","Ted","2020-06-29 10:20:35","64.91.61.64"
"296","CB1160-3","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1356","0","0","0","0","0","U","-","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris fully across main 1 and partially across main 2.","Ted","2017-12-29 14:05:32","139.51.15.20","Ted","2020-06-29 10:21:19","64.91.61.64"
"297","CB1160","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1364","0","0","0","0","0","U","-","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris fully across main 1 and partially across main 2.","Ted","2017-12-29 14:08:51","139.51.15.20","Ted","2020-06-29 10:22:27","64.91.61.64"
"298","CB1159","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1385","0","0","0","0","0","U","-","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris across Main 1.","Ted","2017-12-29 14:14:52","139.51.15.20","Ted","2020-06-29 10:23:41","64.91.61.64"
"299","CB1160","2017-02-06","02:00:00","stein_01","U","5","N","U","U","U","U","U","0","0","N","1364","0","0","0","0","0","U","-","U","U","1","0.0","0.0","0","0.0","0.0","Time is approximate. Debris across both mains.","Ted","2017-12-29 14:20:19","139.51.15.20","Ted","2020-06-29 10:24:12","64.91.61.64"
"301","JAKES","2017-12-30","01:37:00","stein_01","SS","5","N","R2","D1.5","U","U","U","37","1721",,"1311","410","0","0","0","0","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","Avalanche reported at 0137 on 12/30/2017.  Debris covered both mains.","Ted","2017-12-31 16:15:03","139.51.15.22","Ted","2017-12-31 16:24:54","139.51.15.22"
"302","INFINITY","2017-12-30","09:00:00","clark_01","SS","5","N","R4","D3","U","T","R","38","1866","S","1322","544","0","0","0","0","BR","-","U","D","1","130.0","0.2","0","0.0","0.0","12/30/17: Infinity Path ran at approximately 0830. Debris just reached the rail with powder cloud and air blast extending across the grade. Loaded by moderate to strong east winds, 30+ degree F air T increase, and a significant amount of low density snow.","Ted","2017-12-31 16:22:18","139.51.15.22","Ted","2020-06-29 13:08:44","64.91.61.64"
"303","1155CUTBAN","2017-02-06","18:12:00","stein_01","SS","5","N","U","U","U","U","U","0","0","N","0","0","0","0","0","0","U","BP","U","D","1","0.0","0.0","0","0.0","0.0","Dark hours avalanche. Debris deposited on both mains.","Ted","2018-01-03 20:15:34","139.51.15.19","Ted","2020-06-29 10:13:01","64.91.61.64"
"304","PATH1163","2018-02-08","08:30:00","stein_01","U","5","NU","R2","D2","U","U","U","0","0",,"1515","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-02-08 17:09:52","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"305","UMBRELLA","2018-02-07","14:00:00","stein_01","WS","5","NU","R2","D1","S","M","C","0","1380","N","1347","33","20","20","10","15","U","BP","U","M","1","5.0","1.0","0","0.0","0.0","Did not cause slide fence damage or delay any operations.","Ted","2018-02-08 17:34:01","139.51.15.20","Ted","2020-06-29 12:55:59","64.91.61.64"
"306","INFINITY","2018-02-08","08:40:00","stein_01","U","5","NU","U","D1.5","U","U","U","0","0",,"1648","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-02-09 08:09:37","139.51.15.19","Ted","2018-02-09 08:12:53","139.51.15.19"
"307","INFINITY","2018-02-08","13:00:00","clark_01","U","5","NU","U","D2","U","U","U","0","0",,"4550","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Terminated 3/4 distance to the rail grade","Ted","2018-02-09 08:12:18","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"308","PATH1163","2018-02-19","13:40:00","stein_01","SS","5","NU","R2","D2","I","T","R","0","2121",,"1394","727","40","45","45","45","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Debris terminated approximately 2/3rds path.","Ted","2018-04-08 15:07:42","139.51.15.19","Ted","2018-04-08 15:10:32","139.51.15.19"
"309","SECOND","2018-02-19","13:40:00","stein_01","SS","5","NU","R2","D1.5","I","M","R","0","1818",,"1394","424","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-08 15:18:07","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"310","PATH1163","2018-03-12","15:07:00","stein_01","L","5","N","R2","D2","U","M","L","0","0",,"0","0","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-08 15:20:29","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"311","PATH1163","2018-04-08","12:12:00","stein_01","U","5","N","R2","D1.5","U","U","U","0","0",,"1758","0","0","0","0","0","TK","-","U","M","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-08 15:23:22","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"312","LARRY","2018-04-08","12:07:00","stein_01","U","5","NU","R2","D1.5","U","U","U","0","0",,"0","0","0","0","0","0","TK","-","U","M","0","0.0","0.0","0","0.0","0.0","Ran 3/4 Path.","Ted","2018-04-08 15:25:35","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"313","PATH1163","2018-02-09","07:41:00","clark_01","SS","5","N","R2","D2.5","I","M","L","37","2000",,"1406","594","40","75","75","75","TK","-","U","M","0","0.0","0.0","0","0.0","0.0","Ran nearly 7/8ths distance to the rail grade.","Ted","2018-04-08 17:17:14","139.51.15.22","Ted","2018-04-08 17:43:39","139.51.15.20"
"314","INFINITY","2018-02-09","15:17:00","clark_01","SS","5","N","R2","D2","U","T","C","40","1867",,"1394","473","50","60","60","60","TK","-","1F","M","0","0.0","0.0","0","0.0","0.0","Ran 2/3rds path to the rail grade.","Ted","2018-04-08 17:22:52","139.51.15.22","Ted","2018-04-08 17:23:19","139.51.15.22"
"315","ELKMTN","2018-02-09","08:05:00","clark_01","HS","5","N","R2","D2","I","M","R","0","1636",,"1576","60","60","60","30","45","U","BP","-","D","0","0.0","0.0","0","0.0","0.0","East aspect of Elk Mountain. Avalanche Prone Terrain. Outside the Program Area.","Ted","2018-04-08 17:29:46","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"316","PATH1163","2018-02-12","15:36:00","stein_01","SS","5","N","R2","D2.5","I","T","R","38","2182",,"1406","776","150","75","75","75","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Ran nearly 7/8 distance to the rail grade.","Ted","2018-04-08 17:43:13","139.51.15.20","Ted","2018-04-08 17:44:15","139.51.15.20"
"317","INFINITY","2018-04-11","11:40:00","stein_01","WL","5","NC","R2","D2","U","T","L","40","1894",,"1364","530","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-12 14:39:24","139.51.15.19","Ted","2018-04-12 14:54:05","139.51.15.19"
"318","LARRY","2018-04-11","11:45:00","stein_01","WL","5","NU","R2","D1.5","U","T","U","0","1873",,"1291","582","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-12 14:42:47","139.51.15.19","Ted","2018-04-12 14:53:06","139.51.15.19"
"319","JAVA","2018-04-11","13:00:00","stein_01","SS","5","N","R3","D2","I","M","L","0","1909",,"0","0","320","75","30","53","U","-","U","W","0","0.0","0.0","0","0.0","0.0","Java Mountain: Easterly aspect. Terminus elevation Unknown.  Likely a wet slab.","Ted","2018-04-12 14:51:33","139.51.15.19","Ted","2018-04-12 15:03:51","139.51.15.19"
"320","ESSEXMTN","2018-04-11","13:47:00","stein_01","SS","5","N","R2","D2","I","M","R","0","1909",,"0","1909","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Essex Mountain... Easterly aspect. Terminus elevation unknown.","Ted","2018-04-12 15:02:02","139.51.15.19","Ted","2018-04-24 10:27:00","64.91.61.64"
"321","CURLY","2018-04-11","16:16:00","stein_01","U","5","N","U","D1.5","U","U","U","0","0",,"1297","0","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","Northerly aspect. No crown line observed.","Ted","2018-04-12 15:08:27","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"322","AP1163H","2018-04-11","16:00:00","stein_01","WL","5","N","R1","D1.5","I","M","R","0","1709",,"1491","218","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-04-12 15:11:51","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
"323","TestSlope3","2018-12-13","12:05:00","stein_01","HS","2","AF","R3","D1.5","O","T","L","37","1721",,"1690","31","90","50","20","35","U","BP","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2018-12-16 17:54:36","64.91.61.64","Adam","2019-02-11 22:33:53","139.51.15.19"
"324","PATH1163","2018-12-31","13:32:00","clark_01","HS","5","NU","R1","D2","O","T","C","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Suspect this failed on the early Dec. facets. Looked like it ran 2/3rds path.","Adam","2018-12-31 15:35:26","170.49.113.17","Adam","2019-02-11 22:26:34","139.51.15.19"
"326","SHED10","2019-01-03","11:00:00","clark_01","HS","5","N","R2","D2","O","T","L","0","2070",,"1585","485","50","200","50","125","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Shed 10 Feeder. Probably ran earlier this morning and failed on Dec facets.","Adam","2019-01-03 17:07:12","139.51.15.22","Adam","2019-02-11 22:22:27","139.51.15.19"
"327","GRIZZLY","2019-01-06","13:10:00","clark_01","HS","2","AS","R2","D2","O","T","U","0","2256",,"2150","106","60","150","100","125","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Reported by skier to FAC. They remotely triggered from ridge above. Perhaps failed on Dec facets?","Adam","2019-01-10 15:13:00","139.51.15.19","Adam","2019-02-11 22:20:33","139.51.15.19"
"328","SHED07W","2019-01-07","11:00:00","clark_01","SS","5","NC","R2","D1.5","I","T","C","0","2040",,"1800","240","30","100","50","75","SZ","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from road on Tue 1/8. Storm slab from 1/7.","Adam","2019-01-10 15:17:44","139.51.15.19","Adam","2019-02-11 22:33:12","139.51.15.19"
"329","SHED07W","2019-01-02","13:00:00","clark_01","SS","5","NC","R1","D1.5","S","T","C","0","2015",,"1800","215","20","75","15","45","SZ","-","U","D","0","0.0","0.0","0","0.0","0.0","Small storm slab","Adam","2019-01-17 15:55:13","139.51.15.20","Adam","2019-02-11 22:32:29","139.51.15.19"
"330","PATH1163","2019-01-28","09:55:00","clark_01","SS","5","N","R1","D2","S","T","C","0","2195",,"1402","793","40","100","50","75","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Storm slab ran sometime last night, crown partially filled in. Debris did not reach grade, ran little over 2/3rds path.","Adam","2019-01-28 11:59:54","139.51.15.22","Adam","2019-02-11 22:16:20","139.51.15.19"
"331","INFINITY","2019-02-05","10:40:00","clark_01","SS","5","NU","R2","D2","U","T","U","0","1890",,"1400","490","50","150","50","100","MR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs at 1040, but ran a few hours earlier that morning. Debris made it 3/4 path and did not reach rail. Uncertain what weak layer/failure plane was but suspect Jan 17 buried surface hoar. Recent N-NE winds had formed thick slab in this path.","Adam","2019-02-09 12:46:11","139.51.15.20","Adam","2020-05-26 18:26:18","184.166.43.50"
"332","UMBRELLA","2019-02-02","17:00:00","clark_01","WL","5","NU","R1","D1.5","O","M","R","0","1392",,"1355","37","0","0","0","0","U","BP","U","W","0","0.0","0.0","0","0.0","0.0","Likely ran during the warm weather on Sat Feb 2. Debris reached the rail (1.5 m deep x 8 m wide) but was plowed through and unreported until Tue Feb 5th. Visited the site on Feb 5th.","Adam","2019-02-11 22:10:29","139.51.15.19","Adam","2019-02-11 22:31:10","139.51.15.19"
"333","INFINITY","2019-02-13","08:00:00","clark_01","U","5","NU","U","D2.5","U","U","U","0","0",,"1400","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Ran overnight during the storm. Debris ran 3/4 path terminating above the rail. No crown visible so not much information.","Adam","2019-02-15 22:31:45","139.51.15.17","Adam","2019-02-15 22:41:23","139.51.15.17"
"334","UMBRELLA","2019-02-13","08:05:00","clark_01","SS","5","NU","R3","D1.5","I","T","L","0","1400",,"1340","60","70","25","25","25","U","BP","U","U","0","0.0","0.0","0","0.0","0.0","No debris on rail.","Adam","2019-02-15 22:35:40","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"335","BURNOUT","2019-02-13","08:10:00","clark_01","SS","5","NU","R2","D2","I","B","R","0","1460",,"1370","90","50","75","25","50","U","BP","U","U","0","0.0","0.0","0","0.0","0.0","Most debris stopped on top of retaining wall but some reached rail on Main 1.","Adam","2019-02-15 22:40:47","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"336","HANGINGNO","2019-02-13","08:41:00","clark_01","SS","5","NU","R1","D1.5","I","B","L","0","1250",,"1220","30","30","40","25","33","U","BP","U","U","0","0.0","0.0","0","0.0","0.0","Buried inside lane on Hwy 2.","Adam","2019-02-15 22:47:43","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"337","CB1160","2019-02-13","13:00:00","clark_01","SS","5","NU","R5","D2","I","T","C","0","1400",,"1370","30","150","40","25","33","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","Debris was 6-8 feet deep and about 200 feet wide on Main 1. Front end loader needed to clear it. Path pretty much ran wall to wall.","Adam","2019-02-15 22:53:41","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"338","AP1163H","2019-02-13","10:00:00","clark_01","SS","5","NU","R2","D2","I","M","R","0","1700",,"1460","240","75","75","25","50","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed in the afternoon from Hwy. Also from heli the next day 2/14. Debris ran 2/3rds path terminating above the rail.","Adam","2019-02-15 23:02:48","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"339","GRIZZLY","2019-02-13","10:00:00","clark_01","SS","5","NC","R1","D2","I","T","L","0","2070",,"1700","370","75","100","50","75","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed from heli on 2/14. Obvious cornice fall trigger. Storm slab.","Adam","2019-02-15 23:06:37","139.51.15.20","Adam","2019-02-15 23:08:38","139.51.15.20"
"341","JAKES","2019-03-11","15:25:00","clark_01","WL","5","NU","R2","D1.5","O","T","U","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs on Mar 13, likely ran Mar 10th or 11th when it was warm and sunny. Debris ran 3/4 path terminating above rail grade.","Adam","2019-03-13 17:27:46","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"342","BURNOUT","2019-03-18","10:45:00","clark_01","WL","5","NU","R1","D1.5","O","M","C","0","1493",,"1372","121","0","0","0","0","U","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely ran PM 3/17. Debris terminated on top of old retaining wall.","Adam","2019-03-21 15:09:54","139.51.15.19","Adam","2019-03-21 15:25:47","139.51.15.19"
"343","JAKES","2019-03-18","11:00:00","clark_01","WL","5","NU","R4","D2.5","O","T","C","0","1524","S","1280","244","0","0","0","0","BR","-","U","W","1","4.0","0.2","0","0.0","0.0","Likely ran PM 3/17. Two small fingers of debris just reached Main 1 (photo).","Adam","2019-03-21 15:14:24","139.51.15.19","Adam","2020-05-31 23:23:59","184.166.43.50"
"344","INFINITY","2019-03-18","10:55:00","clark_01","WL","5","NU","R2","D2","O","U","U","0","1829",,"1372","457","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Likely ran PM 3/17. Debris terminating 3/4 path above rail grade","Adam","2019-03-21 15:19:49","139.51.15.19","Adam","2019-03-21 15:24:53","139.51.15.19"
"345","SHED10","2019-03-18","11:05:00","clark_01","WL","5","NU","U","U","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Multiple point releases likely ran PM 3/17. D1s and D2s terminating well above rail grade","Adam","2019-03-21 15:21:40","139.51.15.19","Adam","2019-03-21 15:24:17","139.51.15.19"
"346","PATH1163","2019-03-18","11:15:00","clark_01","WL","5","NU","R2","D2","O","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Multiple point releases. Likely ran PM 3/17. Debris running 2/3rd path terminating above the rail.","Adam","2019-03-21 15:23:50","139.51.15.19",NULL,"0000-00-00 00:00:00",NULL
